,Id,DATE,Price
57,2799800710,20150407T000000,"$301,000.00"
58,7922800400,20140827T000000,"$951,000.00"
59,8079040320,20150223T000000,"$430,000.00"
60,1516000055,20141210T000000,"$650,000.00"
61,9558200045,20140828T000000,"$289,000.00"
62,5072410070,20141021T000000,"$505,000.00"
63,9528102996,20141207T000000,"$549,000.00"
64,1189001180,20140603T000000,"$425,000.00"
65,3253500160,20141120T000000,"$317,625.00"
66,3394100030,20140909T000000,"$975,000.00"
67,3717000160,20141009T000000,"$287,000.00"
68,1274500060,20140825T000000,"$204,000.00"
69,1802000060,20140612T000000,"$1,325,000.00"
70,1525059190,20140912T000000,"$1,040,000.00"
71,1049000060,20150105T000000,"$325,000.00"
72,8820901275,20140610T000000,"$571,000.00"
73,5416510140,20140710T000000,"$360,000.00"
74,3444100400,20150316T000000,"$349,000.00"
75,3276920270,20141105T000000,"$832,500.00"
76,4036801170,20141013T000000,"$380,000.00"
77,2391600320,20150420T000000,"$480,000.00"
78,6300000287,20140609T000000,"$410,000.00"
79,1531000030,20150323T000000,"$720,000.00"
80,5104520400,20141202T000000,"$390,000.00"
81,7437100340,20141222T000000,"$360,000.00"
82,9418400240,20141028T000000,"$355,000.00"
83,1523059105,20150128T000000,"$356,000.00"
84,1133000671,20140602T000000,"$315,000.00"
85,4232902595,20141114T000000,"$940,000.00"
86,2599001200,20141103T000000,"$305,000.00"
87,3342103156,20140618T000000,"$461,000.00"
88,1332700270,20140519T000000,"$215,000.00"
89,3869900162,20140904T000000,"$335,000.00"
90,2791500270,20140522T000000,"$243,500.00"
91,5036300431,20150311T000000,"$1,099,880.00"
92,4168000060,20150226T000000,"$153,000.00"
93,6021501535,20140725T000000,"$430,000.00"
94,6021501535,20141223T000000,"$700,000.00"
95,1483300570,20140908T000000,"$905,000.00"
96,3422049190,20150330T000000,"$247,500.00"
97,1099611230,20140912T000000,"$199,000.00"
98,722079104,20140711T000000,"$314,000.00"
99,7338200240,20140516T000000,"$437,500.00"
100,1952200240,20140611T000000,"$850,830.00"
101,5200100125,20141027T000000,"$555,000.00"
102,7214720075,20141212T000000,"$699,950.00"
103,2450000295,20141007T000000,"$1,088,000.00"
104,6197800045,20140924T000000,"$290,000.00"
105,1328310370,20150402T000000,"$375,000.00"
106,546000875,20140523T000000,"$460,000.00"
107,3530510041,20140723T000000,"$188,500.00"
108,1853000400,20150305T000000,"$680,000.00"
109,3134100116,20140827T000000,"$470,000.00"
110,9545230140,20140725T000000,"$597,750.00"
111,3362400511,20150304T000000,"$570,000.00"
112,2525310310,20140916T000000,"$272,500.00"
113,6126500060,20141124T000000,"$329,950.00"
114,8961960160,20141028T000000,"$480,000.00"
115,3626039325,20141121T000000,"$740,500.00"
116,3362400431,20140626T000000,"$518,500.00"
117,4060000240,20140623T000000,"$205,425.00"
118,3454800060,20150108T000000,"$171,800.00"
119,1695900060,20150511T000000,"$535,000.00"
120,7278700070,20150102T000000,"$660,000.00"
121,6675500070,20141119T000000,"$391,500.00"
122,3626039187,20150406T000000,"$395,000.00"
123,3524049083,20141104T000000,"$445,000.00"
124,3275860240,20140618T000000,"$770,000.00"
125,4389200955,20150302T000000,"$1,450,000.00"
126,4058801670,20140717T000000,"$445,000.00"
127,8732020310,20140717T000000,"$260,000.00"
128,2331300505,20140613T000000,"$822,500.00"
129,7853210060,20150406T000000,"$430,000.00"
130,3668000070,20150105T000000,"$212,000.00"
131,9545240070,20150428T000000,"$660,500.00"
132,1243100136,20140612T000000,"$784,000.00"
133,8929000270,20140512T000000,"$453,246.00"
134,2767602356,20150126T000000,"$675,000.00"
135,921049315,20140813T000000,"$199,000.00"
136,3655000070,20140805T000000,"$220,000.00"
137,4027700812,20140529T000000,"$452,000.00"
138,3992700335,20140707T000000,"$382,500.00"
139,2767603505,20140507T000000,"$519,950.00"
140,4232901525,20140627T000000,"$665,000.00"
141,1777500060,20140708T000000,"$527,700.00"
142,1432900240,20150508T000000,"$205,000.00"
143,6140100875,20150415T000000,"$420,000.00"
144,6071600370,20150227T000000,"$500,000.00"
145,1526069017,20141203T000000,"$921,500.00"
146,809001525,20140625T000000,"$890,000.00"
147,3224079105,20140806T000000,"$430,000.00"
148,8075400570,20141030T000000,"$258,000.00"
149,1994200024,20141104T000000,"$511,000.00"
150,3362900810,20140820T000000,"$532,170.00"
151,1324300398,20150409T000000,"$560,000.00"
152,537000445,20150331T000000,"$282,950.00"
153,7855801670,20150401T000000,"$2,250,000.00"
154,7920100045,20140516T000000,"$350,000.00"
155,8960000030,20140728T000000,"$215,000.00"
156,6388930390,20141120T000000,"$650,000.00"
157,8731900200,20140807T000000,"$320,000.00"
158,8029200135,20141113T000000,"$247,000.00"
159,1081200350,20141003T000000,"$320,000.00"
160,84000105,20140507T000000,"$255,000.00"
161,3756500060,20150309T000000,"$438,000.00"
162,7215720160,20150304T000000,"$900,000.00"
163,3574800520,20140620T000000,"$441,000.00"
164,2617300160,20140812T000000,"$420,000.00"
165,2558660270,20141208T000000,"$370,000.00"
166,2009000370,20150219T000000,"$269,950.00"
167,1836980160,20150324T000000,"$807,100.00"
168,3261020370,20140605T000000,"$653,000.00"
169,1755700060,20140611T000000,"$371,500.00"
170,4330600435,20150316T000000,"$284,000.00"
171,9542800700,20150102T000000,"$272,000.00"
172,1999700045,20140502T000000,"$313,000.00"
173,1762600070,20150116T000000,"$917,500.00"
174,1687900520,20140929T000000,"$673,000.00"
175,7234600798,20150210T000000,"$425,000.00"
176,3881900445,20140709T000000,"$399,950.00"
177,2254502445,20140530T000000,"$385,000.00"
178,5437810320,20141117T000000,"$269,950.00"
179,9158100075,20150107T000000,"$330,000.00"
180,3830630310,20140725T000000,"$260,000.00"
181,8123100045,20150414T000000,"$470,000.00"
182,3127200041,20140613T000000,"$589,000.00"
183,6661200320,20140723T000000,"$163,500.00"
184,11510310,20140905T000000,"$835,000.00"
185,825059270,20141121T000000,"$1,095,000.00"
186,8731951370,20150415T000000,"$269,000.00"
187,1954440060,20140505T000000,"$560,000.00"
188,2264500350,20150418T000000,"$615,000.00"
189,1115810060,20141205T000000,"$585,188.00"
190,9477200200,20140818T000000,"$305,000.00"
191,1432600560,20141105T000000,"$166,950.00"
192,2287000060,20140912T000000,"$799,000.00"
193,3663500060,20140625T000000,"$400,000.00"
194,3996900125,20141201T000000,"$230,000.00"
195,7796450200,20140515T000000,"$256,883.00"
196,7549802535,20141111T000000,"$423,000.00"
197,3278600320,20140723T000000,"$465,000.00"
198,2824079053,20150113T000000,"$440,000.00"
199,1222069094,20141014T000000,"$385,000.00"
200,3542300060,20150311T000000,"$210,000.00"
201,2222059065,20141112T000000,"$297,000.00"
202,7551300060,20140716T000000,"$470,000.00"
203,100600550,20140804T000000,"$226,500.00"
204,3211100860,20150303T000000,"$274,250.00"
205,3456000310,20140804T000000,"$840,000.00"
206,9526600140,20140919T000000,"$677,900.00"
207,7465900060,20150205T000000,"$425,000.00"
208,1222000055,20141123T000000,"$180,250.00"
209,6300000550,20140717T000000,"$464,000.00"
210,2310030510,20150422T000000,"$320,000.00"
211,1025049114,20140717T000000,"$625,504.00"
212,8677300550,20140515T000000,"$592,500.00"
213,4014400292,20150114T000000,"$465,000.00"
214,1102000196,20140527T000000,"$477,000.00"
215,257000138,20150115T000000,"$280,000.00"
216,46100204,20150221T000000,"$1,505,000.00"
217,1909600046,20140703T000000,"$445,838.00"
218,1250202145,20140828T000000,"$1,072,000.00"
219,7611200125,20141023T000000,"$467,000.00"
220,5611500140,20140822T000000,"$686,000.00"
221,7138000260,20140605T000000,"$279,950.00"
222,626059335,20140904T000000,"$527,000.00"
223,1922059282,20140918T000000,"$325,000.00"
224,705700390,20140903T000000,"$328,000.00"
225,7454001200,20140604T000000,"$390,000.00"
226,8682281200,20150309T000000,"$479,950.00"
227,7972000200,20140529T000000,"$264,950.00"
228,722059070,20150115T000000,"$235,000.00"
229,7202340400,20150303T000000,"$516,500.00"
230,8096000060,20150413T000000,"$655,000.00"
231,2424000060,20140616T000000,"$500,000.00"
232,9264902050,20141121T000000,"$315,000.00"
233,943100260,20141120T000000,"$213,000.00"
234,3677400445,20140902T000000,"$475,000.00"
235,1762600320,20140610T000000,"$1,025,000.00"
236,4058000060,20150409T000000,"$416,000.00"
237,7228500560,20150320T000000,"$410,000.00"
238,326069104,20140701T000000,"$800,000.00"
239,5152100060,20140529T000000,"$472,000.00"
240,3584000310,20141208T000000,"$225,000.00"
241,8150100045,20141001T000000,"$210,000.00"
242,1868901275,20150127T000000,"$455,000.00"
243,6131600075,20150427T000000,"$225,000.00"
244,9468200125,20140826T000000,"$480,000.00"
245,8029510030,20150212T000000,"$363,000.00"
246,2025069065,20140929T000000,"$2,400,000.00"
247,7899800890,20150226T000000,"$181,000.00"
248,3021059276,20150314T000000,"$250,000.00"
249,3797001895,20150422T000000,"$481,000.00"
250,3832710960,20140923T000000,"$260,000.00"
251,1310430400,20140513T000000,"$455,000.00"
252,1422300030,20150401T000000,"$415,000.00"
253,1105000588,20150421T000000,"$349,500.00"
254,3830630060,20140929T000000,"$245,000.00"
255,5101404898,20140519T000000,"$592,500.00"
256,7972601890,20141020T000000,"$385,000.00"
257,5127001620,20150211T000000,"$315,000.00"
258,9407100800,20141124T000000,"$255,000.00"
259,1873100060,20140829T000000,"$693,000.00"
260,8722101360,20141202T000000,"$780,000.00"
261,8644000060,20141024T000000,"$237,000.00"
262,3325069129,20141216T000000,"$525,000.00"
263,1400300055,20150428T000000,"$425,000.00"
264,2123039032,20141027T000000,"$369,900.00"
265,8078560140,20140519T000000,"$290,000.00"
266,3438500192,20140929T000000,"$285,000.00"
267,7974200510,20140814T000000,"$415,000.00"
268,2557000400,20150409T000000,"$272,500.00"
269,7960900060,20150504T000000,"$2,900,000.00"
270,4054500390,20141007T000000,"$1,365,000.00"
271,6378500125,20150501T000000,"$436,000.00"
272,1745100140,20141017T000000,"$210,000.00"
273,2976800796,20140925T000000,"$236,000.00"
274,4235400186,20141124T000000,"$331,000.00"
275,4215100060,20150320T000000,"$365,000.00"
276,9189700045,20150127T000000,"$450,000.00"
277,1126049053,20141113T000000,"$770,000.00"
278,2022069200,20150505T000000,"$455,000.00"
279,9412900055,20150505T000000,"$405,000.00"
280,1722059235,20140703T000000,"$304,900.00"
281,6874200960,20150227T000000,"$170,000.00"
282,7424700045,20150513T000000,"$2,050,000.00"
283,7202360350,20140630T000000,"$780,000.00"
284,5634500392,20150410T000000,"$330,000.00"
285,1509500060,20140905T000000,"$370,000.00"
286,7214810350,20141017T000000,"$467,000.00"
287,6647200060,20150209T000000,"$405,000.00"
288,9552700140,20140702T000000,"$675,000.00"
289,2200500350,20140812T000000,"$500,000.00"
290,6113400046,20140723T000000,"$389,999.00"
291,6619910140,20150224T000000,"$630,000.00"
292,1115450240,20141022T000000,"$360,000.00"
293,6073240060,20141002T000000,"$580,000.00"
294,9297300045,20140709T000000,"$550,000.00"
295,9510920070,20140710T000000,"$879,000.00"
296,5468730030,20140822T000000,"$265,000.00"
297,8079030390,20150304T000000,"$446,500.00"
298,600000152,20140602T000000,"$404,000.00"
299,1840000030,20140529T000000,"$267,500.00"
300,3225069065,20140624T000000,"$3,075,000.00"
301,3260800030,20140811T000000,"$335,000.00"
302,2747100024,20140619T000000,"$576,000.00"
303,5104530560,20150401T000000,"$208,633.00"
304,4330600350,20150115T000000,"$315,000.00"
305,5016001535,20150217T000000,"$725,000.00"
306,7280300196,20150403T000000,"$550,000.00"
307,8651520400,20140612T000000,"$610,750.00"
308,7171200445,20150228T000000,"$550,700.00"
309,3204800200,20150108T000000,"$665,000.00"
310,3416600800,20150209T000000,"$834,000.00"
311,7994700030,20141023T000000,"$201,000.00"
312,1860600135,20140502T000000,"$2,384,000.00"
313,4139480200,20140618T000000,"$1,384,000.00"
314,4139480200,20141209T000000,"$1,400,000.00"
315,1328320800,20141105T000000,"$305,000.00"
316,7771300125,20150408T000000,"$487,000.00"
317,3422059208,20150511T000000,"$390,000.00"
318,9521101455,20140723T000000,"$548,000.00"
319,4337000335,20141122T000000,"$268,750.00"
320,325059286,20140513T000000,"$819,900.00"
321,2597650240,20141023T000000,"$520,000.00"
322,3353400435,20140721T000000,"$230,000.00"
323,7972000240,20150202T000000,"$240,000.00"
324,7520000520,20140905T000000,"$232,000.00"
325,7520000520,20150311T000000,"$240,500.00"
326,3530210260,20141027T000000,"$274,975.00"
327,1959700550,20140905T000000,"$740,000.00"
328,1665400045,20150428T000000,"$186,375.00"
329,9542850320,20140725T000000,"$790,000.00"
330,3179100060,20140916T000000,"$880,000.00"
331,2946001550,20150416T000000,"$279,000.00"
332,8078490390,20140729T000000,"$295,000.00"
333,9550201550,20150408T000000,"$640,000.00"
334,191100045,20140703T000000,"$940,000.00"
335,5009600070,20141007T000000,"$260,000.00"
336,200350070,20140602T000000,"$559,900.00"
337,2877103726,20140722T000000,"$791,500.00"
338,405100295,20140826T000000,"$265,000.00"
339,4268200055,20150501T000000,"$245,000.00"
340,3126069068,20150424T000000,"$485,000.00"
341,1115300070,20141106T000000,"$684,000.00"
342,6414100671,20140909T000000,"$425,000.00"
343,7004200060,20141017T000000,"$309,600.00"
344,7852110140,20140718T000000,"$552,250.00"
345,3969300030,20140723T000000,"$165,000.00"
346,3969300030,20141229T000000,"$239,900.00"
347,4048400070,20141205T000000,"$320,000.00"
348,808000070,20141021T000000,"$206,600.00"
349,7374200030,20150416T000000,"$387,000.00"
350,7325600160,20140604T000000,"$299,000.00"
351,2757000030,20140922T000000,"$855,000.00"
352,616000140,20150126T000000,"$315,000.00"
353,3363900111,20141203T000000,"$437,500.00"
354,9262800171,20150324T000000,"$252,000.00"
355,6607000126,20140604T000000,"$375,000.00"
356,5416510830,20140806T000000,"$300,000.00"
357,2201500030,20141006T000000,"$420,000.00"
358,325059171,20140505T000000,"$900,000.00"
359,952003285,20140805T000000,"$679,900.00"
360,3211290370,20140605T000000,"$463,000.00"
361,1072010350,20140828T000000,"$380,000.00"
362,8856950070,20141210T000000,"$329,500.00"
363,925059078,20140819T000000,"$604,950.00"
364,7855801090,20140917T000000,"$795,000.00"
365,723099065,20150130T000000,"$465,000.00"
366,6116500075,20150326T000000,"$673,000.00"
367,1118500030,20141001T000000,"$810,000.00"
368,424069250,20150423T000000,"$785,000.00"
369,3291800710,20141120T000000,"$338,000.00"
370,6838700060,20141204T000000,"$280,000.00"
371,2231500030,20141001T000000,"$315,000.00"
372,2231500030,20150324T000000,"$530,000.00"
373,7683900200,20141223T000000,"$380,000.00"
374,8155830060,20140811T000000,"$297,000.00"
375,98020310,20140520T000000,"$730,000.00"
376,9423400140,20140609T000000,"$450,000.00"
377,1545804860,20141027T000000,"$275,000.00"
378,2883200160,20150429T000000,"$595,000.00"
379,7132300695,20150421T000000,"$435,000.00"
380,1726059053,20140916T000000,"$270,000.00"
381,624111000,20140805T000000,"$950,000.00"
382,808300310,20150313T000000,"$389,000.00"
383,8563040160,20150121T000000,"$560,000.00"
384,713500030,20140728T000000,"$1,350,000.00"
385,8651600160,20141111T000000,"$799,000.00"
386,9517200030,20140625T000000,"$365,500.00"
387,2460700700,20140515T000000,"$252,350.00"
388,1223039290,20140905T000000,"$403,950.00"
389,2890100060,20140801T000000,"$385,000.00"
390,7972600860,20141210T000000,"$345,000.00"
391,8857320070,20140917T000000,"$490,000.00"
392,4047200695,20140618T000000,"$330,000.00"
393,1653500070,20140512T000000,"$927,000.00"
394,1923000030,20140728T000000,"$1,118,000.00"
395,3649100320,20150430T000000,"$330,000.00"
396,7375300160,20150309T000000,"$530,000.00"
397,5175800060,20140623T000000,"$365,000.00"
398,1604601375,20140619T000000,"$378,750.00"
399,2473251090,20140619T000000,"$269,900.00"
400,9126100861,20150306T000000,"$557,000.00"
401,3420069065,20140825T000000,"$360,000.00"
402,6021501685,20150422T000000,"$352,000.00"
403,1151100070,20150224T000000,"$437,000.00"
404,8856950240,20140618T000000,"$322,500.00"
405,9385200055,20140912T000000,"$650,000.00"
406,7821200390,20140806T000000,"$450,000.00"
407,8078520310,20150417T000000,"$278,500.00"
408,1565950030,20150427T000000,"$364,950.00"
409,1560930070,20140911T000000,"$840,000.00"
410,6700400140,20150318T000000,"$268,000.00"
411,2422029094,20140716T000000,"$517,534.00"
412,1774220160,20141104T000000,"$632,925.00"
413,1525200060,20140723T000000,"$577,500.00"
414,1678400105,20150212T000000,"$339,000.00"
415,3426059070,20140909T000000,"$570,000.00"
416,824079032,20140626T000000,"$563,500.00"
417,2697100140,20150105T000000,"$423,000.00"
418,8724300030,20141223T000000,"$355,000.00"
419,8678500060,20140710T000000,"$1,550,000.00"
420,625049299,20141203T000000,"$482,000.00"
421,6073200075,20140730T000000,"$625,000.00"
422,6388900710,20141219T000000,"$538,000.00"
423,1442860160,20150107T000000,"$380,000.00"
424,7942600310,20140717T000000,"$375,000.00"
425,1545808560,20150403T000000,"$245,000.00"
426,936000060,20141114T000000,"$310,000.00"
427,9808650060,20150225T000000,"$1,300,000.00"
428,3754700160,20140506T000000,"$397,000.00"
429,305500140,20150512T000000,"$365,000.00"
430,5468750060,20141028T000000,"$328,500.00"
431,2944010240,20140908T000000,"$988,000.00"
432,3454000060,20140722T000000,"$1,000,000.00"
433,646910160,20140903T000000,"$237,000.00"
434,8564950390,20140919T000000,"$525,000.00"
435,2268400350,20140916T000000,"$749,000.00"
436,7504101040,20140821T000000,"$722,500.00"
437,11500890,20150312T000000,"$843,000.00"
438,9528102772,20140708T000000,"$438,000.00"
439,284000223,20140916T000000,"$578,000.00"
440,3353401710,20140923T000000,"$227,950.00"
441,8159610030,20140722T000000,"$196,000.00"
442,3179100435,20140715T000000,"$641,000.00"
443,822079033,20150422T000000,"$350,000.00"
444,8857600960,20140819T000000,"$205,000.00"
445,1774000200,20141202T000000,"$400,000.00"
446,2024069128,20141110T000000,"$1,030,000.00"
447,1049010390,20150319T000000,"$505,000.00"
448,7905370390,20141009T000000,"$475,000.00"
449,4140090240,20141105T000000,"$520,000.00"
450,4055700030,20150502T000000,"$1,450,000.00"
451,3775300030,20141231T000000,"$333,500.00"
452,2525300030,20150222T000000,"$232,000.00"
453,1324059104,20150421T000000,"$691,100.00"
454,2287000030,20141014T000000,"$811,000.00"
455,7702010030,20140520T000000,"$551,000.00"
456,1529200340,20150108T000000,"$496,500.00"
457,2122039094,20141126T000000,"$705,000.00"
458,1742800030,20140612T000000,"$578,000.00"
459,1796360350,20150128T000000,"$255,000.00"
460,6154500070,20140626T000000,"$1,050,000.00"
461,1843100340,20150305T000000,"$348,000.00"
462,8944290160,20141104T000000,"$230,000.00"
463,4166600473,20141209T000000,"$359,500.00"
464,7282300125,20141112T000000,"$330,000.00"
465,8658300340,20140523T000000,"$80,000.00"
466,2419600075,20141201T000000,"$465,000.00"
467,2621760350,20141015T000000,"$325,000.00"
468,1723049270,20150107T000000,"$340,500.00"
469,4123840310,20150106T000000,"$342,500.00"
470,2172000075,20140623T000000,"$290,900.00"
471,8651611170,20150213T000000,"$868,700.00"
472,8820902200,20141113T000000,"$1,199,000.00"
473,8651610890,20141014T000000,"$1,150,000.00"
474,1853080570,20140811T000000,"$859,900.00"
475,3629920030,20140808T000000,"$520,000.00"
476,1604602050,20140711T000000,"$460,000.00"
477,6844700810,20140901T000000,"$438,924.00"
478,66000070,20150406T000000,"$315,000.00"
479,6665800030,20140718T000000,"$590,000.00"
480,2205700350,20141104T000000,"$378,500.00"
481,5466000030,20140603T000000,"$328,500.00"
482,6189200125,20150325T000000,"$849,950.00"
483,9169600135,20141027T000000,"$525,000.00"
484,2625069070,20150410T000000,"$1,385,000.00"
485,8732131090,20150428T000000,"$295,000.00"
486,9286000240,20140711T000000,"$1,067,000.00"
487,1895000260,20140721T000000,"$207,950.00"
488,8691370400,20141216T000000,"$699,900.00"
489,5423010350,20150210T000000,"$1,280,000.00"
490,8562501040,20141120T000000,"$452,000.00"
491,2475200140,20150205T000000,"$370,000.00"
492,7942100310,20150127T000000,"$232,000.00"
493,3760000030,20141030T000000,"$669,950.00"
494,1727500340,20140614T000000,"$397,500.00"
495,9828702519,20140512T000000,"$490,000.00"
496,4432600075,20150128T000000,"$725,000.00"
497,7806300030,20140917T000000,"$299,000.00"
498,9274202270,20140818T000000,"$625,000.00"
499,7852030960,20141106T000000,"$437,500.00"
500,7852170140,20150510T000000,"$650,000.00"
501,7518503335,20140519T000000,"$475,000.00"
502,5467900070,20140502T000000,"$342,000.00"
503,1245002952,20141015T000000,"$1,197,350.00"
504,8906200070,20150210T000000,"$280,000.00"
505,5379805885,20140521T000000,"$240,000.00"
506,2769600560,20140527T000000,"$529,000.00"
507,9238901420,20150202T000000,"$442,000.00"
508,5113400431,20140508T000000,"$615,000.00"
509,3885805665,20140612T000000,"$1,485,000.00"
510,8121200810,20150505T000000,"$585,000.00"
511,5126310400,20150305T000000,"$480,000.00"
512,7322910030,20140721T000000,"$1,095,000.00"
513,2827100070,20141105T000000,"$290,000.00"
514,9276201895,20140820T000000,"$615,000.00"
515,4402700070,20150311T000000,"$300,000.00"
516,1922059046,20141029T000000,"$308,000.00"
517,925059288,20150507T000000,"$750,000.00"
518,4386700135,20141114T000000,"$2,250,000.00"
519,1923069078,20140805T000000,"$890,000.00"
520,1432400335,20150325T000000,"$288,000.00"
521,1180003090,20140906T000000,"$190,000.00"
522,726049331,20150326T000000,"$515,000.00"
523,3340401555,20141105T000000,"$235,000.00"
524,7453000070,20140818T000000,"$275,000.00"
525,4348800030,20141121T000000,"$727,500.00"
526,7202331420,20140620T000000,"$650,000.00"
527,3225079035,20140618T000000,"$1,600,000.00"
528,6381500700,20141105T000000,"$365,000.00"
529,339500160,20141008T000000,"$662,000.00"
530,1545807610,20150429T000000,"$270,500.00"
531,1843200240,20150505T000000,"$200,000.00"
532,4403600270,20150224T000000,"$970,000.00"
533,2008200060,20140624T000000,"$160,000.00"
534,1521069070,20150218T000000,"$204,000.00"
535,2459500310,20150218T000000,"$358,000.00"
536,6204420070,20150501T000000,"$452,000.00"
537,5694500105,20141204T000000,"$595,000.00"
538,5466410030,20150410T000000,"$249,000.00"
539,9485740340,20150310T000000,"$346,900.00"
540,622049114,20150218T000000,"$2,125,000.00"
541,2270000070,20141030T000000,"$280,000.00"
542,1310900260,20141013T000000,"$318,888.00"
543,224069094,20140911T000000,"$530,000.00"
544,7800800160,20141121T000000,"$375,000.00"
545,2944000240,20150422T000000,"$910,000.00"
546,4139400710,20140523T000000,"$782,000.00"
547,7899800860,20150319T000000,"$259,950.00"
548,2473420140,20140923T000000,"$315,000.00"
549,5000500055,20140528T000000,"$215,000.00"
550,4099500935,20140723T000000,"$705,000.00"
551,1373800295,20141013T000000,"$1,450,000.00"
552,4025300135,20150508T000000,"$451,000.00"
553,3294700310,20140902T000000,"$261,000.00"
554,8718500075,20141117T000000,"$396,000.00"
555,4309710240,20140722T000000,"$725,000.00"
556,5486800070,20140620T000000,"$1,950,000.00"
557,236400320,20140715T000000,"$238,000.00"
558,4376700570,20150427T000000,"$750,000.00"
559,8648100200,20141027T000000,"$331,500.00"
560,3624079046,20141028T000000,"$460,000.00"
561,1921069084,20140707T000000,"$404,950.00"
562,6431500140,20141217T000000,"$880,000.00"
563,2725069050,20140613T000000,"$863,000.00"
564,5307100060,20141216T000000,"$638,700.00"
565,7203102050,20140728T000000,"$435,000.00"
566,561000075,20141231T000000,"$260,000.00"
567,2436701180,20140814T000000,"$671,500.00"
568,809002765,20141022T000000,"$610,000.00"
569,4045500710,20141218T000000,"$405,000.00"
570,5104510270,20140718T000000,"$338,900.00"
571,98020350,20150123T000000,"$720,000.00"
572,1714900060,20150424T000000,"$442,000.00"
573,1189000030,20140603T000000,"$650,000.00"
574,2473360060,20150102T000000,"$263,500.00"
575,222069082,20141217T000000,"$300,000.00"
576,8669160310,20141209T000000,"$266,000.00"
577,1526069135,20141211T000000,"$930,000.00"
578,1088650310,20150127T000000,"$530,000.00"
579,8945200860,20141211T000000,"$180,000.00"
580,7853240200,20140516T000000,"$619,000.00"
581,7511800070,20140821T000000,"$264,000.00"
582,2998800125,20140701T000000,"$730,000.00"
583,3876300310,20141022T000000,"$439,000.00"
584,5419800510,20141117T000000,"$268,500.00"
585,192460060,20140715T000000,"$330,000.00"
586,7942601895,20140819T000000,"$640,000.00"
587,7504010570,20140708T000000,"$900,000.00"
588,1442740140,20140930T000000,"$370,000.00"
589,6909200575,20150314T000000,"$685,000.00"
590,2525069041,20140904T000000,"$505,000.00"
591,3620069036,20141021T000000,"$265,000.00"
592,2781280390,20150324T000000,"$290,000.00"
593,9542830350,20140902T000000,"$296,000.00"
594,1123049053,20150213T000000,"$360,000.00"
595,8018600765,20140604T000000,"$240,500.00"
596,3278600240,20140722T000000,"$372,500.00"
597,7846200070,20141002T000000,"$595,000.00"
598,662310400,20141017T000000,"$515,000.00"
599,8651100140,20140805T000000,"$1,220,000.00"
600,8682250350,20141009T000000,"$507,000.00"
601,3211230260,20150204T000000,"$399,950.00"
602,4233400340,20140820T000000,"$185,000.00"
603,7199350340,20140825T000000,"$460,000.00"
604,3904901710,20150224T000000,"$435,500.00"
605,240000058,20150408T000000,"$469,000.00"
